"Date","Type","Calls"
2019-12-09,"Baseline",305.136781530781
2019-12-10,"SevenDayAverage",346.598620346478
2019-12-10,"Baseline",306.025249505404
2019-12-11,"SevenDayAverage",346.907116171
2019-12-11,"Baseline",306.247366499059
2019-12-12,"SevenDayAverage",347.215611995522
2019-12-12,"Baseline",306.469483492715
2019-12-13,"SevenDayAverage",347.524107820043
2019-12-13,"Baseline",306.69160048637
2019-12-14,"SevenDayAverage",347.832603644565
2019-12-14,"Baseline",306.913717480026
2019-12-15,"SevenDayAverage",348.141099469086
2019-12-15,"Baseline",307.135834473681
2019-12-16,"SevenDayAverage",348.449595293608
2019-12-16,"Baseline",307.357951467337
2019-12-17,"SevenDayAverage",349.449121765058
2019-12-17,"Baseline",308.468536435614
2019-12-18,"SevenDayAverage",350.448648236507
2019-12-18,"Baseline",309.579121403892
2019-12-19,"SevenDayAverage",348.178118968029
2019-12-19,"Baseline",309.431043408121
2019-12-20,"SevenDayAverage",345.90758969955
2019-12-20,"Baseline",309.282965412351
2019-12-21,"SevenDayAverage",343.637060431072
2019-12-21,"Baseline",309.134887416581
2019-12-22,"SevenDayAverage",342.363589667447
2019-12-22,"Baseline",307.246892970509
2019-12-23,"SevenDayAverage",341.090118903822
2019-12-23,"Baseline",305.358898524437
2019-12-24,"SevenDayAverage",339.816648140197
2019-12-24,"Baseline",303.470904078365
2019-12-25,"SevenDayAverage",338.543177376572
2019-12-25,"Baseline",301.582909632293
2019-12-26,"SevenDayAverage",335.996235849322
2019-12-26,"Baseline",300.990597649212
2019-12-27,"SevenDayAverage",333.449294322072
2019-12-27,"Baseline",300.39828566613
2019-12-28,"SevenDayAverage",330.902352794822
2019-12-28,"Baseline",299.805973683049
2019-12-29,"SevenDayAverage",328.46949483392
2019-12-29,"Baseline",299.29357014943
2019-12-30,"SevenDayAverage",326.036636873017
2019-12-30,"Baseline",298.781166615811
2019-12-31,"SevenDayAverage",323.603778912115
2019-12-31,"Baseline",298.268763082192
2020-01-01,"SevenDayAverage",321.170920951213
2020-01-01,"Baseline",297.756359548573
2020-01-02,"SevenDayAverage",318.738062990311
2020-01-02,"Baseline",297.243956014954
2020-01-03,"SevenDayAverage",316.305205029409
2020-01-03,"Baseline",296.731552481335
2020-01-04,"SevenDayAverage",313.872347068507
2020-01-04,"Baseline",296.219148947716
2020-01-05,"SevenDayAverage",311.439489107605
2020-01-05,"Baseline",295.706745414097
2020-01-06,"SevenDayAverage",309.006631146702
2020-01-06,"Baseline",295.194341880478
2020-01-07,"SevenDayAverage",306.5737731858
2020-01-07,"Baseline",294.681938346859
2020-01-08,"SevenDayAverage",304.140915224898
2020-01-08,"Baseline",294.16953481324
2020-01-09,"SevenDayAverage",301.708057263996
2020-01-09,"Baseline",293.657131279621
2020-01-10,"SevenDayAverage",299.275199303094
2020-01-10,"Baseline",293.144727746002
2020-01-11,"SevenDayAverage",296.842341342192
2020-01-11,"Baseline",292.632324212383
2020-01-12,"SevenDayAverage",294.40948338129
2020-01-12,"Baseline",292.119920678764
2020-01-13,"SevenDayAverage",291.976625420388
2020-01-13,"Baseline",291.607517145145
2020-01-14,"SevenDayAverage",289.543767459485
2020-01-14,"Baseline",291.095113611526
2020-01-15,"SevenDayAverage",287.110909498583
2020-01-15,"Baseline",290.582710077907
2020-01-16,"SevenDayAverage",284.678051537681
2020-01-16,"Baseline",290.070306544288
2020-01-17,"SevenDayAverage",282.245193576779
2020-01-17,"Baseline",289.557903010669
2020-01-18,"SevenDayAverage",279.812335615877
2020-01-18,"Baseline",289.04549947705
2020-01-19,"SevenDayAverage",277.379477654975
2020-01-19,"Baseline",288.533095943431
2020-01-20,"SevenDayAverage",274.946619694073
2020-01-20,"Baseline",288.020692409812
2020-01-21,"SevenDayAverage",272.51376173317
2020-01-21,"Baseline",287.508288876193
2020-01-22,"SevenDayAverage",270.080903772268
2020-01-22,"Baseline",286.995885342574
2020-01-23,"SevenDayAverage",267.648045811366
2020-01-23,"Baseline",286.483481808955
2020-01-24,"SevenDayAverage",265.215187850464
2020-01-24,"Baseline",285.971078275336
2020-01-25,"SevenDayAverage",262.782329889562
2020-01-25,"Baseline",285.458674741717
2020-01-26,"SevenDayAverage",263.768257926612
2020-01-26,"Baseline",285.269073196131
2020-01-27,"SevenDayAverage",264.754185963662
2020-01-27,"Baseline",285.079471650544
2020-01-28,"SevenDayAverage",265.740114000713
2020-01-28,"Baseline",284.889870104957
2020-01-29,"SevenDayAverage",266.726042037763
2020-01-29,"Baseline",284.700268559371
2020-01-30,"SevenDayAverage",267.711970074813
2020-01-30,"Baseline",284.510667013784
2020-01-31,"SevenDayAverage",268.697898111863
2020-01-31,"Baseline",284.321065468198
2020-02-01,"SevenDayAverage",269.683826148913
2020-02-01,"Baseline",284.131463922611
2020-02-02,"SevenDayAverage",270.669754185964
2020-02-02,"Baseline",283.941862377024
2020-02-03,"SevenDayAverage",271.655682223014
2020-02-03,"Baseline",283.752260831438
2020-02-04,"SevenDayAverage",272.641610260064
2020-02-04,"Baseline",283.562659285851
2020-02-05,"SevenDayAverage",273.627538297114
2020-02-05,"Baseline",283.373057740265
2020-02-06,"SevenDayAverage",274.613466334165
2020-02-06,"Baseline",283.183456194678
2020-02-07,"SevenDayAverage",275.599394371215
2020-02-07,"Baseline",282.993854649092
2020-02-08,"SevenDayAverage",276.585322408265
2020-02-08,"Baseline",282.804253103505
2020-02-09,"SevenDayAverage",277.571250445315
2020-02-09,"Baseline",282.614651557918
2020-02-10,"SevenDayAverage",278.557178482366
2020-02-10,"Baseline",282.425050012332
2020-02-11,"SevenDayAverage",279.543106519416
2020-02-11,"Baseline",282.235448466745
2020-02-12,"SevenDayAverage",280.529034556466
2020-02-12,"Baseline",282.045846921159
2020-02-13,"SevenDayAverage",281.514962593516
2020-02-13,"Baseline",281.856245375572
2020-02-14,"SevenDayAverage",282.500890630566
2020-02-14,"Baseline",281.666643829985
2020-02-15,"SevenDayAverage",283.486818667617
2020-02-15,"Baseline",281.477042284399
2020-02-16,"SevenDayAverage",284.472746704667
2020-02-16,"Baseline",281.287440738812
2020-02-17,"SevenDayAverage",285.458674741717
2020-02-17,"Baseline",281.097839193226
2020-02-18,"SevenDayAverage",286.444602778767
2020-02-18,"Baseline",280.908237647639
2020-02-19,"SevenDayAverage",287.430530815818
2020-02-19,"Baseline",280.718636102053
2020-02-20,"SevenDayAverage",288.416458852868
2020-02-20,"Baseline",280.529034556466
2020-02-21,"SevenDayAverage",288.416458852868
2020-02-21,"Baseline",279.871749198432
2020-02-22,"SevenDayAverage",288.416458852868
2020-02-22,"Baseline",279.214463840399
2020-02-23,"SevenDayAverage",288.416458852868
2020-02-23,"Baseline",278.557178482366
2020-02-24,"SevenDayAverage",288.954237782168
2020-02-24,"Baseline",278.019399553065
2020-02-25,"SevenDayAverage",289.492016711468
2020-02-25,"Baseline",277.481620623765
2020-02-26,"SevenDayAverage",290.029795640768
2020-02-26,"Baseline",276.943841694465
2020-02-27,"SevenDayAverage",290.567574570068
2020-02-27,"Baseline",276.406062765165
2020-02-28,"SevenDayAverage",291.105353499368
2020-02-28,"Baseline",275.868283835865
2020-02-29,"SevenDayAverage",291.643132428669
2020-02-29,"Baseline",275.330504906565
2020-03-01,"SevenDayAverage",292.180911357969
2020-03-01,"Baseline",274.792725977265
2020-03-02,"SevenDayAverage",292.718690287269
2020-03-02,"Baseline",274.254947047964
2020-03-03,"SevenDayAverage",293.256469216569
2020-03-03,"Baseline",273.717168118664
2020-03-04,"SevenDayAverage",293.794248145869
2020-03-04,"Baseline",273.179389189364
2020-03-05,"SevenDayAverage",294.332027075169
2020-03-05,"Baseline",272.641610260064
2020-03-06,"SevenDayAverage",293.181777698611
2020-03-06,"Baseline",272.148646241539
2020-03-07,"SevenDayAverage",292.031528322052
2020-03-07,"Baseline",271.655682223014
2020-03-08,"SevenDayAverage",290.881278945493
2020-03-08,"Baseline",271.162718204489
2020-03-09,"SevenDayAverage",289.731029568935
2020-03-09,"Baseline",270.669754185964
2020-03-10,"SevenDayAverage",288.580780192376
2020-03-10,"Baseline",270.176790167439
2020-03-11,"SevenDayAverage",287.430530815818
2020-03-11,"Baseline",269.683826148913
2020-03-12,"SevenDayAverage",291.045600285002
2020-03-12,"Baseline",268.944380121126
2020-03-13,"SevenDayAverage",294.660669754186
2020-03-13,"Baseline",268.204934093338
2020-03-14,"SevenDayAverage",301.370457784111
2020-03-14,"Baseline",267.711970074813
2020-03-15,"SevenDayAverage",308.080245814036
2020-03-15,"Baseline",267.219006056288
2020-03-16,"SevenDayAverage",314.790033843962
2020-03-16,"Baseline",266.726042037763
2020-03-17,"SevenDayAverage",319.678593694336
2020-03-17,"Baseline",265.575792661204
2020-03-18,"SevenDayAverage",324.56715354471
2020-03-18,"Baseline",264.425543284646
2020-03-19,"SevenDayAverage",329.455713395084
2020-03-19,"Baseline",263.275293908087
2020-03-20,"SevenDayAverage",334.344273245458
2020-03-20,"Baseline",262.125044531528
2020-03-21,"SevenDayAverage",339.232833095832
2020-03-21,"Baseline",260.97479515497
2020-03-22,"SevenDayAverage",344.121392946206
2020-03-22,"Baseline",259.824545778411
2020-03-23,"SevenDayAverage",349.051033131457
2020-03-23,"Baseline",257.359725685786
2020-03-24,"SevenDayAverage",353.980673316708
2020-03-24,"Baseline",254.89490559316
2020-03-25,"SevenDayAverage",358.745992162451
2020-03-25,"Baseline",253.744656216601
2020-03-26,"SevenDayAverage",363.511311008194
2020-03-26,"Baseline",252.594406840043
2020-03-27,"SevenDayAverage",368.276629853937
2020-03-27,"Baseline",251.444157463484
2020-03-28,"SevenDayAverage",375.178126113288
2020-03-28,"Baseline",249.718783398646
2020-03-29,"SevenDayAverage",382.07962237264
2020-03-29,"Baseline",247.993409333808
2020-03-30,"SevenDayAverage",386.46152475953
2020-03-30,"Baseline",247.336123975775
2020-03-31,"SevenDayAverage",390.84342714642
2020-03-31,"Baseline",246.678838617741
2020-04-01,"SevenDayAverage",395.22532953331
2020-04-01,"Baseline",246.021553259708
2020-04-02,"SevenDayAverage",397.416280726755
2020-04-02,"Baseline",245.035625222658
2020-04-03,"SevenDayAverage",399.607231920199
2020-04-03,"Baseline",244.049697185607
2020-04-04,"SevenDayAverage",401.798183113644
2020-04-04,"Baseline",243.063769148557
2020-04-05,"SevenDayAverage",396.868542928393
2020-04-05,"Baseline",241.091913074457
2020-04-06,"SevenDayAverage",391.938902743142
2020-04-06,"Baseline",239.120057000356
2020-04-07,"SevenDayAverage",387.995190594941
2020-04-07,"Baseline",238.462771642323
2020-04-08,"SevenDayAverage",384.05147844674
2020-04-08,"Baseline",237.805486284289
2020-04-09,"SevenDayAverage",380.107766298539
2020-04-09,"Baseline",237.148200926256
2020-04-10,"SevenDayAverage",370.577128607054
2020-04-10,"Baseline",235.504987531172
2020-04-11,"SevenDayAverage",361.046490915568
2020-04-11,"Baseline",233.861774136088
2020-04-12,"SevenDayAverage",351.515853224083
2020-04-12,"Baseline",232.218560741005
2020-04-13,"SevenDayAverage",341.65657285358
2020-04-13,"Baseline",230.246704666904
2020-04-14,"SevenDayAverage",331.797292483078
2020-04-14,"Baseline",228.274848592804
2020-04-15,"SevenDayAverage",328.565639472747
2020-04-15,"Baseline",228.110527253295
2020-04-16,"SevenDayAverage",325.333986462415
2020-04-16,"Baseline",227.946205913787
2020-04-17,"SevenDayAverage",322.102333452084
2020-04-17,"Baseline",227.781884574279
2020-04-18,"SevenDayAverage",318.870680441753
2020-04-18,"Baseline",227.61756323477
2020-04-19,"SevenDayAverage",315.639027431421
2020-04-19,"Baseline",227.453241895262
2020-04-20,"SevenDayAverage",312.40737442109
2020-04-20,"Baseline",227.288920555753
2020-04-21,"SevenDayAverage",309.340042750267
2020-04-21,"Baseline",227.288920555753
2020-04-22,"SevenDayAverage",306.272711079444
2020-04-22,"Baseline",227.288920555753
2020-04-23,"SevenDayAverage",303.205379408621
2020-04-23,"Baseline",227.288920555753
2020-04-24,"SevenDayAverage",300.185974795155
2020-04-24,"Baseline",227.412161560385
2020-04-25,"SevenDayAverage",297.166570181689
2020-04-25,"Baseline",227.535402565016
2020-04-26,"SevenDayAverage",294.147165568222
2020-04-26,"Baseline",227.658643569647
2020-04-27,"SevenDayAverage",291.127760954756
2020-04-27,"Baseline",227.781884574279
2020-04-28,"SevenDayAverage",288.10835634129
2020-04-28,"Baseline",227.90512557891
2020-04-29,"SevenDayAverage",285.088951727823
2020-04-29,"Baseline",228.028366583541
2020-04-30,"SevenDayAverage",282.069547114357
2020-04-30,"Baseline",228.151607588172
2020-05-01,"SevenDayAverage",279.050142500891
2020-05-01,"Baseline",228.274848592804
2020-05-02,"SevenDayAverage",277.023512646954
2020-05-02,"Baseline",228.384396152476
2020-05-03,"SevenDayAverage",274.996882793017
2020-05-03,"Baseline",228.493943712148
2020-05-04,"SevenDayAverage",272.970252939081
2020-05-04,"Baseline",228.60349127182
2020-05-05,"SevenDayAverage",270.943623085144
2020-05-05,"Baseline",228.713038831493
2020-05-06,"SevenDayAverage",268.916993231208
2020-05-06,"Baseline",228.822586391165
2020-05-07,"SevenDayAverage",266.890363377271
2020-05-07,"Baseline",228.932133950837
2020-05-08,"SevenDayAverage",264.863733523335
2020-05-08,"Baseline",229.041681510509
2020-05-09,"SevenDayAverage",262.837103669398
2020-05-09,"Baseline",229.151229070182
2020-05-10,"SevenDayAverage",260.810473815461
2020-05-10,"Baseline",229.260776629854
2020-05-11,"SevenDayAverage",258.838617741361
2020-05-11,"Baseline",229.589419308871
2020-05-12,"SevenDayAverage",256.86676166726
2020-05-12,"Baseline",229.918061987887
2020-05-13,"SevenDayAverage",254.89490559316
2020-05-13,"Baseline",230.246704666904
2020-05-14,"SevenDayAverage",255.661738510866
2020-05-14,"Baseline",230.246704666904
2020-05-15,"SevenDayAverage",256.428571428571
2020-05-15,"Baseline",230.246704666904
2020-05-16,"SevenDayAverage",257.195404346277
2020-05-16,"Baseline",230.246704666904
2020-05-17,"SevenDayAverage",257.341467759173
2020-05-17,"Baseline",230.137157107232
2020-05-18,"SevenDayAverage",257.48753117207
2020-05-18,"Baseline",230.02760954756
2020-05-19,"SevenDayAverage",257.633594584966
2020-05-19,"Baseline",229.918061987887
2020-05-20,"SevenDayAverage",257.779657997863
2020-05-20,"Baseline",229.808514428215
2020-05-21,"SevenDayAverage",257.925721410759
2020-05-21,"Baseline",229.698966868543
2020-05-22,"SevenDayAverage",258.071784823655
2020-05-22,"Baseline",229.589419308871
2020-05-23,"SevenDayAverage",258.217848236552
2020-05-23,"Baseline",229.479871749198
2020-05-24,"SevenDayAverage",258.363911649448
2020-05-24,"Baseline",229.370324189526
2020-05-25,"SevenDayAverage",258.509975062344
2020-05-25,"Baseline",229.260776629854
2020-05-26,"SevenDayAverage",257.633594584966
2020-05-26,"Baseline",229.151229070182
2020-05-27,"SevenDayAverage",256.757214107588
2020-05-27,"Baseline",229.041681510509
2020-05-28,"SevenDayAverage",255.88083363021
2020-05-28,"Baseline",228.932133950837
2020-05-29,"SevenDayAverage",255.004453152832
2020-05-29,"Baseline",228.822586391165
2020-05-30,"SevenDayAverage",254.128072675454
2020-05-30,"Baseline",228.713038831493
2020-05-31,"SevenDayAverage",253.251692198076
2020-05-31,"Baseline",228.60349127182
2020-06-01,"SevenDayAverage",252.375311720698
2020-06-01,"Baseline",228.493943712148
2020-06-02,"SevenDayAverage",251.49893124332
2020-06-02,"Baseline",228.384396152476
2020-06-03,"SevenDayAverage",250.622550765942
2020-06-03,"Baseline",228.274848592804
2020-06-04,"SevenDayAverage",250.147844674029
2020-06-04,"Baseline",228.165301033131
2020-06-05,"SevenDayAverage",249.673138582116
2020-06-05,"Baseline",228.055753473459
2020-06-06,"SevenDayAverage",249.198432490203
2020-06-06,"Baseline",227.946205913787
2020-06-07,"SevenDayAverage",248.72372639829
2020-06-07,"Baseline",227.836658354115
2020-06-08,"SevenDayAverage",248.249020306377
2020-06-08,"Baseline",227.727110794442
2020-06-09,"SevenDayAverage",247.774314214464
2020-06-09,"Baseline",227.61756323477
2020-06-10,"SevenDayAverage",247.299608122551
2020-06-10,"Baseline",227.508015675098
2020-06-11,"SevenDayAverage",246.824902030638
2020-06-11,"Baseline",227.398468115426
2020-06-12,"SevenDayAverage",246.350195938725
2020-06-12,"Baseline",227.288920555753
2020-06-13,"SevenDayAverage",249.143658710367
2020-06-13,"Baseline",227.288920555753
2020-06-14,"SevenDayAverage",251.937121482009
2020-06-14,"Baseline",227.288920555753
2020-06-15,"SevenDayAverage",252.375311720698
2020-06-15,"Baseline",227.946205913787
2020-06-16,"SevenDayAverage",252.813501959387
2020-06-16,"Baseline",228.60349127182
2020-06-17,"SevenDayAverage",253.251692198076
2020-06-17,"Baseline",229.260776629854
2020-06-18,"SevenDayAverage",256.538118988244
2020-06-18,"Baseline",229.589419308871
2020-06-19,"SevenDayAverage",259.824545778411
2020-06-19,"Baseline",229.918061987887
2020-06-20,"SevenDayAverage",263.110972568579
2020-06-20,"Baseline",230.246704666904
2020-06-21,"SevenDayAverage",266.397399358746
2020-06-21,"Baseline",230.575347345921
2020-06-22,"SevenDayAverage",269.683826148913
2020-06-22,"Baseline",230.903990024938
2020-06-23,"SevenDayAverage",272.970252939081
2020-06-23,"Baseline",231.232632703954
2020-06-24,"SevenDayAverage",275.489846811543
2020-06-24,"Baseline",232.054239401496
2020-06-25,"SevenDayAverage",278.009440684004
2020-06-25,"Baseline",232.875846099038
2020-06-26,"SevenDayAverage",280.529034556466
2020-06-26,"Baseline",233.69745279658
2020-06-27,"SevenDayAverage",275.10643035269
2020-06-27,"Baseline",233.861774136088
2020-06-28,"SevenDayAverage",269.683826148913
2020-06-28,"Baseline",234.026095475597
2020-06-29,"SevenDayAverage",264.261221945137
2020-06-29,"Baseline",234.190416815105
2020-06-30,"SevenDayAverage",258.961858745992
2020-06-30,"Baseline",235.66930887068
2020-07-01,"SevenDayAverage",253.662495546847
2020-07-01,"Baseline",237.148200926256
2020-07-02,"SevenDayAverage",255.565884396152
2020-07-02,"Baseline",237.559004275027
2020-07-03,"SevenDayAverage",257.469273245458
2020-07-03,"Baseline",237.969807623798
2020-07-04,"SevenDayAverage",259.372662094763
2020-07-04,"Baseline",238.380610972569
2020-07-05,"SevenDayAverage",261.276050944068
2020-07-05,"Baseline",238.791414321339
2020-07-06,"SevenDayAverage",263.179439793374
2020-07-06,"Baseline",239.20221767011
2020-07-07,"SevenDayAverage",265.082828642679
2020-07-07,"Baseline",239.613021018881
2020-07-08,"SevenDayAverage",268.588350552191
2020-07-08,"Baseline",240.434627716423
2020-07-09,"SevenDayAverage",272.093872461703
2020-07-09,"Baseline",241.256234413965
2020-07-10,"SevenDayAverage",275.599394371215
2020-07-10,"Baseline",242.077841111507
2020-07-11,"SevenDayAverage",277.07828642679
2020-07-11,"Baseline",242.077841111507
2020-07-12,"SevenDayAverage",278.557178482366
2020-07-12,"Baseline",242.077841111507
2020-07-13,"SevenDayAverage",278.557178482366
2020-07-13,"Baseline",242.077841111507
2020-07-14,"SevenDayAverage",278.557178482366
2020-07-14,"Baseline",242.077841111507
2020-07-15,"SevenDayAverage",278.557178482366
2020-07-15,"Baseline",242.077841111507
2020-07-16,"SevenDayAverage",278.557178482366
2020-07-16,"Baseline",242.077841111507
2020-07-17,"SevenDayAverage",278.557178482366
2020-07-17,"Baseline",242.077841111507
2020-07-18,"SevenDayAverage",278.557178482366
2020-07-18,"Baseline",242.077841111507
2020-07-19,"SevenDayAverage",278.63933915212
2020-07-19,"Baseline",242.077841111507
2020-07-20,"SevenDayAverage",278.721499821874
2020-07-20,"Baseline",242.077841111507
2020-07-21,"SevenDayAverage",278.803660491628
2020-07-21,"Baseline",242.077841111507
2020-07-22,"SevenDayAverage",278.885821161382
2020-07-22,"Baseline",242.077841111507
2020-07-23,"SevenDayAverage",280.052502671892
2020-07-23,"Baseline",241.338395083719
2020-07-24,"SevenDayAverage",281.219184182401
2020-07-24,"Baseline",240.598949055932
2020-07-25,"SevenDayAverage",282.385865692911
2020-07-25,"Baseline",239.859503028144
2020-07-26,"SevenDayAverage",283.55254720342
2020-07-26,"Baseline",239.120057000356
2020-07-27,"SevenDayAverage",284.719228713929
2020-07-27,"Baseline",238.380610972569
2020-07-28,"SevenDayAverage",285.885910224439
2020-07-28,"Baseline",237.641164944781
2020-07-29,"SevenDayAverage",287.052591734948
2020-07-29,"Baseline",236.901718916993
2020-07-30,"SevenDayAverage",288.219273245458
2020-07-30,"Baseline",236.162272889206
2020-07-31,"SevenDayAverage",287.824902030638
2020-07-31,"Baseline",235.66930887068
2020-08-01,"SevenDayAverage",287.430530815818
2020-08-01,"Baseline",235.176344852155
2020-08-02,"SevenDayAverage",286.335055219095
2020-08-02,"Baseline",234.68338083363
2020-08-03,"SevenDayAverage",285.239579622373
2020-08-03,"Baseline",234.190416815105
2020-08-04,"SevenDayAverage",284.14410402565
2020-08-04,"Baseline",233.69745279658
2020-08-05,"SevenDayAverage",283.048628428928
2020-08-05,"Baseline",233.204488778055
2020-08-06,"SevenDayAverage",281.953152832205
2020-08-06,"Baseline",232.71152475953
2020-08-07,"SevenDayAverage",280.857677235483
2020-08-07,"Baseline",232.218560741005
2020-08-08,"SevenDayAverage",279.871749198432
2020-08-08,"Baseline",232.109013181332
2020-08-09,"SevenDayAverage",278.885821161382
2020-08-09,"Baseline",231.99946562166
2020-08-10,"SevenDayAverage",277.899893124332
2020-08-10,"Baseline",231.889918061988
2020-08-11,"SevenDayAverage",276.913965087282
2020-08-11,"Baseline",231.780370502316
2020-08-12,"SevenDayAverage",275.928037050232
2020-08-12,"Baseline",231.670822942643
2020-08-13,"SevenDayAverage",274.942109013181
2020-08-13,"Baseline",231.561275382971
2020-08-14,"SevenDayAverage",273.956180976131
2020-08-14,"Baseline",231.451727823299
2020-08-15,"SevenDayAverage",272.970252939081
2020-08-15,"Baseline",231.342180263627
2020-08-16,"SevenDayAverage",271.984324902031
2020-08-16,"Baseline",231.232632703954
2020-08-17,"SevenDayAverage",271.107944424653
2020-08-17,"Baseline",231.232632703954
2020-08-18,"SevenDayAverage",270.231563947275
2020-08-18,"Baseline",231.232632703954
2020-08-19,"SevenDayAverage",269.355183469897
2020-08-19,"Baseline",231.232632703954
2020-08-20,"SevenDayAverage",268.04061275383
2020-08-20,"Baseline",231.561275382971
2020-08-21,"SevenDayAverage",266.726042037763
2020-08-21,"Baseline",231.889918061988
2020-08-22,"SevenDayAverage",265.411471321696
2020-08-22,"Baseline",232.218560741005
2020-08-23,"SevenDayAverage",263.603936587104
2020-08-23,"Baseline",232.218560741005
2020-08-24,"SevenDayAverage",261.796401852512
2020-08-24,"Baseline",232.218560741005
2020-08-25,"SevenDayAverage",264.5077039544
2020-08-25,"Baseline",232.71152475953
2020-08-26,"SevenDayAverage",267.219006056288
2020-08-26,"Baseline",233.204488778055
2020-08-27,"SevenDayAverage",269.930308158176
2020-08-27,"Baseline",233.69745279658
2020-08-28,"SevenDayAverage",272.641610260064
2020-08-28,"Baseline",234.190416815105
2020-08-29,"SevenDayAverage",276.256679729248
2020-08-29,"Baseline",234.68338083363
2020-08-30,"SevenDayAverage",279.871749198432
2020-08-30,"Baseline",235.176344852155
2020-08-31,"SevenDayAverage",279.433558959743
2020-08-31,"Baseline",235.176344852155
2020-09-01,"SevenDayAverage",278.995368721055
2020-09-01,"Baseline",235.176344852155
2020-09-02,"SevenDayAverage",278.557178482366
2020-09-02,"Baseline",235.176344852155
2020-09-03,"SevenDayAverage",279.871749198432
2020-09-03,"Baseline",235.340666191664
2020-09-04,"SevenDayAverage",281.1863199145
2020-09-04,"Baseline",235.504987531172
2020-09-05,"SevenDayAverage",282.500890630566
2020-09-05,"Baseline",235.66930887068
2020-09-06,"SevenDayAverage",283.815461346633
2020-09-06,"Baseline",235.833630210189
2020-09-07,"SevenDayAverage",285.1300320627
2020-09-07,"Baseline",235.997951549697
2020-09-08,"SevenDayAverage",286.444602778767
2020-09-08,"Baseline",236.162272889206
2020-09-09,"SevenDayAverage",289.840577128607
2020-09-09,"Baseline",236.819558247239
2020-09-10,"SevenDayAverage",293.236551478447
2020-09-10,"Baseline",237.476843605273
2020-09-11,"SevenDayAverage",296.632525828286
2020-09-11,"Baseline",238.134128963306
2020-09-12,"SevenDayAverage",296.522978268614
2020-09-12,"Baseline",238.134128963306
2020-09-13,"SevenDayAverage",296.413430708942
2020-09-13,"Baseline",238.134128963306
2020-09-14,"SevenDayAverage",296.30388314927
2020-09-14,"Baseline",238.134128963306
2020-09-15,"SevenDayAverage",294.003384396152
2020-09-15,"Baseline",238.627092981831
2020-09-16,"SevenDayAverage",291.702885643035
2020-09-16,"Baseline",239.120057000356
2020-09-17,"SevenDayAverage",289.402386889918
2020-09-17,"Baseline",239.613021018881
2020-09-18,"SevenDayAverage",289.402386889918
2020-09-18,"Baseline",240.290846544353
2020-09-19,"SevenDayAverage",289.402386889918
2020-09-19,"Baseline",240.968672069825
2020-09-20,"SevenDayAverage",289.402386889918
2020-09-20,"Baseline",241.646497595297
2020-09-21,"SevenDayAverage",289.402386889918
2020-09-21,"Baseline",242.324323120769
2020-09-22,"SevenDayAverage",289.402386889918
2020-09-22,"Baseline",243.002148646242
2020-09-23,"SevenDayAverage",289.402386889918
2020-09-23,"Baseline",243.679974171714
2020-09-24,"SevenDayAverage",289.402386889918
2020-09-24,"Baseline",244.357799697186
2020-09-25,"SevenDayAverage",289.402386889918
2020-09-25,"Baseline",245.035625222658
2020-09-26,"SevenDayAverage",289.895350908443
2020-09-26,"Baseline",245.528589241183
2020-09-27,"SevenDayAverage",290.388314926968
2020-09-27,"Baseline",246.021553259708
2020-09-28,"SevenDayAverage",290.881278945493
2020-09-28,"Baseline",246.514517278233
2020-09-29,"SevenDayAverage",291.374242964018
2020-09-29,"Baseline",247.007481296758
2020-09-30,"SevenDayAverage",291.867206982544
2020-09-30,"Baseline",247.500445315283
2020-10-01,"SevenDayAverage",292.360171001069
2020-10-01,"Baseline",247.993409333808
2020-10-02,"SevenDayAverage",299.590309939437
2020-10-02,"Baseline",248.486373352333
2020-10-03,"SevenDayAverage",306.820448877805
2020-10-03,"Baseline",248.979337370859
2020-10-04,"SevenDayAverage",306.820448877805
2020-10-04,"Baseline",249.636622728892
2020-10-05,"SevenDayAverage",306.820448877805
2020-10-05,"Baseline",250.293908086926
2020-10-06,"SevenDayAverage",306.820448877805
2020-10-06,"Baseline",250.951193444959
2020-10-07,"SevenDayAverage",304.300855005344
2020-10-07,"Baseline",251.608478802992
2020-10-08,"SevenDayAverage",301.781261132882
2020-10-08,"Baseline",252.265764161026
2020-10-09,"SevenDayAverage",299.26166726042
2020-10-09,"Baseline",252.923049519059
2020-10-10,"SevenDayAverage",297.28981118632
2020-10-10,"Baseline",253.251692198076
2020-10-11,"SevenDayAverage",295.317955112219
2020-10-11,"Baseline",253.580334877093
2020-10-12,"SevenDayAverage",293.346099038119
2020-10-12,"Baseline",253.90897755611
2020-10-13,"SevenDayAverage",293.592581047382
2020-10-13,"Baseline",254.237620235126
2020-10-14,"SevenDayAverage",293.839063056644
2020-10-14,"Baseline",254.566262914143
2020-10-15,"SevenDayAverage",294.085545065907
2020-10-15,"Baseline",254.89490559316
2020-10-16,"SevenDayAverage",295.934160135376
2020-10-16,"Baseline",255.552190951193
2020-10-17,"SevenDayAverage",297.782775204845
2020-10-17,"Baseline",256.209476309227
2020-10-18,"SevenDayAverage",299.631390274314
2020-10-18,"Baseline",256.86676166726
2020-10-19,"SevenDayAverage",301.480005343783
2020-10-19,"Baseline",257.524047025294
2020-10-20,"SevenDayAverage",303.328620413253
2020-10-20,"Baseline",258.181332383327
2020-10-21,"SevenDayAverage",305.177235482722
2020-10-21,"Baseline",258.838617741361
